source,brand,name,cpu,vga,ram_amount,ram_type,storage_amount,storage_type,webcam_resolution,screen_size,screen_resolution,screen_refresh_rate,screen_brightness,battery_capacity,battery_cells,weight,default_os,warranty,price,width,depth,height,number_usb_a_ports,number_usb_c_ports,number_hdmi_ports,number_ethernet_ports,number_audio_jacks
laptopworld,apple,macbook pro 14inch m3 mr7j3sa,apple m3 8-core,n/a,512,n/a,8,"8gb




bộ nhớ thống nhất 8gb




có thể nâng cấp thành:




16gb hoặc 24gb",fhd,14.2,3024x1964,120,n/a,"m3




thời gian xem phim trên ứng dụng apple tv lên đến 22 giờ


thời gian duyệt web trên mạng không dây lên đến 15 giờ


pin li-po 70 watt-giờ


bộ tiếp hợp nguồn usb‑c 70w


cáp usb‑c sang magsafe 3


khả năng sạc nhanh với bộ tiếp hợp nguồn usb‑c 96w","m3




thời gian xem phim trên ứng dụng apple tv lên đến 22 giờ


thời gian duyệt web trên mạng không dây lên đến 15 giờ


pin li-po 70 watt-giờ


bộ tiếp hợp nguồn usb‑c 70w


cáp usb‑c sang magsafe 3


khả năng sạc nhanh với bộ tiếp hợp nguồn usb‑c 96w",1.55,macos,12,38990000,31.26,22.12,1.55,0,2,1,0,0
laptopworld,apple,macbook air m3 15.3inch mryt3sa,apple m3 8-core,n/a,8,n/a,512,ssd,fhd,15.3,2880x1864,60,n/a,"thời gian xem phim trên ứng dụng apple tv lên đến 18 giờ


thời gian duyệt web trên mạng không dây lên đến 15 giờ


pin li-po 66.5 watt-giờ


bộ tiếp hợp nguồn cổng usb-c kép 35w


cáp usb-c sang magsafe 3


khả năng sạc nhanh với bộ tiếp hợp nguồn usb-c 70w","thời gian xem phim trên ứng dụng apple tv lên đến 18 giờ


thời gian duyệt web trên mạng không dây lên đến 15 giờ


pin li-po 66,5 watt-giờ


bộ tiếp hợp nguồn cổng usb-c kép 35w


cáp usb-c sang magsafe 3


khả năng sạc nhanh với bộ tiếp hợp nguồn usb-c 70w",n/a,macos,12,37590000,n/a,n/a,n/a,0,2,0,0,0
laptopworld,apple,macbook air mgn63sa,apple m1 8-core,n/a,8,n/a,256,ssd,hd,13.3,retinadisplay13.3-inch(diagonal)led-backlitdisplaywithipstechnology;2560-by-1600nativeresolutionat227pixelsperinchwithsupportformillionsofcolorssupportedscaledresolutions:1680by10501440by9001024by640400nitsbrightnesswidecolor(p3)truetonetechnology,n/a,400,"up to 15 hours wireless web


up to 18 hours apple tv app movie playback


built-in 49.9‑watt‑hour lithium‑polymer battery


30w usb-c power adapter","up to 15 hours wireless web


up to 18 hours apple tv app movie playback


built-in 49.9‑watt‑hour lithium‑polymer battery


30w usb-c power adapter",n/a,macos,12,18590000,n/a,n/a,n/a,0,2,0,0,0
laptopworld,asus,laptop asus tuf gaming a15 fa506nf-hn005w,amd ryzen 5 7535hs,geforce rtx 2050,8,ddr5,512,ssd,hd,,1920x1080,144,250,48.0,3,2.2,windows 11 home,24,15790000,n/a,n/a,n/a,2,2,0,0,0
laptopworld,lenovo,laptop lenovo loq 15arp9 83jc003yvn,amd ryzen 7 7435hs,geforce rtx 4060,24,ddr5,n/a,n/a,hd,15.6,1920x1080,144,300,60.0,4,2.38,windows 11 home,24,27990000,n/a,n/a,n/a,3,1,1,1,1
laptopworld,lenovo,laptop lenovo legion 5 y7000p 2024,intel core i7-14700hx,geforce rtx 4070,16,ddr5,1024,ssd,fhd,16.0,2560x1600,165,n/a,80.0,4,2.43,windows 11 home,12,37490000,n/a,n/a,n/a,3,2,1,1,1
laptopworld,acer,laptop acer predator helios neo 2024 phn16-72-91rf,intel core i9-14900hx,geforce rtx 4060,16,ddr5,n/a,n/a,hd,16.0,2560x1600,240,500,90.0,4,2.6,windows,12,34990000,n/a,n/a,n/a,3,2,1,0,1
laptopworld,gigabyte,gigabyte g5 kf-e3vn313sh,intel core i5-12500h,geforce rtx 4060,16,ddr4,512,ssd,hd,15.6,1920x1080,144,n/a,54.0,54whrs,1.9,windows 11 home,24,25490000,n/a,n/a,n/a,3,0,1,1,1
laptopworld,gigabyte,gigabyte g5 kf-e3vn333sh,intel core i5-12500h,geforce rtx 4060,8,ddr4,512,ssd,hd,15.6,1920x1080,144,n/a,54.0,54whrs,1.9,windows 11 home,24,21990000,n/a,n/a,n/a,3,0,1,1,1
laptopworld,gigabyte,laptop gigabyte aorus 15 9mf-e2vn583sh,intel core i5-12500h,geforce rtx 4050,8,ddr5,512,ssd,fhd,15.6,1980x1080,360,n/a,99.0,99wh,2.25,windows 11 home,24,24490000,n/a,n/a,n/a,3,2,1,1,1
laptopworld,acer,laptop acer nitro 17 phoenix an17-51-50b9 nh.qk5sv.001,intel core i5-13500h,geforce rtx 4050,8,ddr5,512,ssd,hd,17.3,1920x1080,165,300,90.0,90wh,3.0,windows 11 home,12,29990000,n/a,n/a,n/a,3,2,1,0,1
laptopworld,n/a,balo rog bp1500g,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,aaaaaaaaaaa,1190000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopworld,n/a,balo rog bp2500g,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,aaaaaaaaaaa,1890000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopworld,n/a,balo rog bp2701g,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,aaaaaaaaaaa,2390000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopworld,n/a,balo rog bp3703g,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,aaaaaaaaaaa,6990000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopworld,acer,laptop acer nitro 5 an515-58-52sp nh.qfhsv.001,intel core i5-12500h,geforce rtx 3050,8,ddr4,n/a,n/a,hd,15.6,1920x1080,144,n/a,57.5,4,2.5,windows 11 home,12,19990000,n/a,n/a,n/a,2,1,1,1,1
laptopworld,msi,balo gaming msi trooper backpack,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,2800000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopworld,hp,hp victus 2022,intel core i7-12650h,geforce rtx 3050 ti,16,ddr4,512,ssd,hd,15.6,1920x1080,144,250,70.0,4,2.29,windows 11 home,12,24890000,n/a,n/a,n/a,2,1,1,1,1
laptopworld,n/a,balo tuf gaming vp4700,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,aaaaaaaaaaa,1890000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopworld,msi,laptop msi katana 15 b13vfk 676vn,intel core i7-13620h,geforce rtx 4060,16,ddr5,1024,ssd,hd,15.6,1920x1080,144,n/a,53.5,"3 cell, 53.5whr",2.25,windows 11 home,24,27990000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,asus,laptop asus rog strix scar 18 g834jy-n6039w,intel core i9-13980hx,geforce rtx 4090,64,ddr5,2048,ssd,hd,18.0,2560x1600,240,500,90.0,4,3.1,windows 11 home,24,99990000,n/a,n/a,n/a,2,2,1,0,1
laptopworld,asus,laptop asus rog strix scar 16 g634jz-n4029w,intel core i9-13980hx,geforce rtx 4080,32,ddr5,1024,ssd,hd,16.0,2560x1600,240,500,90.0,4,2.5,windows 11 home,24,69990000,n/a,n/a,n/a,2,2,1,0,1
laptopworld,asus,laptop asus rog strix g16 g614ju-n3135w,intel core i5-13450hx,geforce rtx 4050,8,ddr5,512,ssd,hd,16.0,1920x1200,165,250,90.0,4,2.5,windows 11 home,24,28990000,n/a,n/a,n/a,2,2,1,0,1
laptopworld,asus,laptop asus tuf gaming a15 fa507nv-lp046w,amd ryzen 7 7735hs,geforce rtx 4060,8,ddr5,512,ssd,hd,15.6,1920x1080,144,250,90.0,4,2.2,windows 11 home,24,26990000,n/a,n/a,n/a,2,2,1,0,1
laptopworld,asus,tai nghe asus rog delta s core,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24,1590000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopworld,dell,dell gaming g15 5530 i7h165w11gr4060,intel core i7-13650hx,geforce rtx 4060,16,ddr5,512,ssd,hd,15.6,1920x1080,165,n/a,86.0,6,2.65,windows 11 home,12,37490000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,dell,dell gaming g15 5530 i7h165w11gr4050,intel core i7-13650hx,geforce rtx rtx 4050,16,ddr5,512,ssd,hd,15.6,1920x1080,165,n/a,86.0,6,2.65,windows 11 home,12,37690000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,asus,laptop asus rog zephyrus duo 16 gx650pz-nm031w,amd ryzen 9 7945hx,geforce rtx 4080,32,ddr5,1024,ssd,hd,16.0,2560x1600,165,n/a,90.0,4,2.6,windows 11 home,24,86990000,n/a,n/a,n/a,2,2,1,0,1
laptopworld,asus,dock đồ hoạ rời asus rog xg mobile rtx 4090 gc33y-045,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24,49990000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopworld,acer,laptop acer nitro 5 an515-58-50d2 nh.qhysv.005,intel core i5-12500h,geforce rtx 3060,16,ddr5,n/a,n/a,hd,15.6,1920x1080,165,n/a,57.5,4,2.5,windows 11 home,12,27490000,n/a,n/a,n/a,2,1,1,1,1
laptopworld,acer,laptop acer nitro 5 an515-58-773y nh.qfksv.001,intel core i7-12700h,geforce rtx 3050 ti,8,ddr4,512,ssd,hd,15.6,1920x1080,165,n/a,57.5,4,2.5,windows 11 home,12,22990000,n/a,n/a,n/a,2,1,1,1,1
laptopworld,asus,máy chơi game asus rog ally rc71l-nh001w,amd ryzen z1 extreme,n/a,16,ddr5,512,ssd,n/a,7.0,1920x1080,120,500,40.0,4,0.608,windows 11 home,24,14990000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopworld,msi,laptop msi katana 15 b13vgk 1211vn,intel core i7-13620h,geforce rtx 4070,16,ddr5,1024,ssd,hd,15.6,1920x1080,144,n/a,53.5,"3 cell, 53.5whr",2.25,windows 11 home,24,35990000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,acer,laptop acer gaming aspire 7 a715-76g-59mw nh.qmysv.001,intel core i5-12450h,geforce rtx 2050,8,ddr4,512,ssd,hd,15.6,1920x1080,144,n/a,50.0,3,2.1,windows 11 home,12,15690000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,acer,laptop acer gaming aspire 7 a715-76g-5806 nh.qmfsv.002,intel core i5-12450h,geforce rtx 2050,16,ddr4,512,ssd,hd,15.6,1920x1080,144,n/a,50.0,3,2.1,windows 11 home,12,18490000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,acer,laptop acer nitro 16 phoenix an16-41-r50z nh.qlksv.001,amd ryzen 5 7640hs,geforce rtx 4050,8,ddr5,512,ssd,hd,16.0,1920x1200,165,400,90.0,4,2.56,windows 11 home,12,27490000,n/a,n/a,n/a,3,2,1,0,1
laptopworld,acer,laptop acer nitro 16 phoenix an16-41-r76e nh.qllsv.004,amd ryzen 9 7940hs,geforce rtx 4060,16,ddr5,n/a,n/a,hd,16.0,1920x1200,165,400,90.0,4,2.7,windows 11 home,12,35990000,n/a,n/a,n/a,3,2,1,0,1
laptopworld,acer,laptop acer nitro 16 phoenix an16-41-r3sm nh.qllsv.003,amd ryzen 7 7840hs,geforce rtx 4060,16,ddr5,n/a,n/a,hd,16.0,1920x1200,165,400,90.0,4,2.7,windows 11 home,12,35990000,n/a,n/a,n/a,3,2,1,0,1
laptopworld,hp,hp victus 16-s0077ax 8c5n6pa,amd ryzen 7 7840hs,geforce rtx 3050,16,ddr5,512,ssd,fhd,16.1,1920x1080,144,250,70.0,4,2.31,windows 11 home,12,26090000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,msi,laptop msi stealth 16 mercedes amg a13vg-289vn,intel core i9-13900h,geforce rtx 4070,32,ddr5,2048,ssd,fhd,16.0,3840x2400,"16 inch uhd+ (3840x2400), 16:10, 100% dci-p3, oled, displayhdr true black 600",n/a,99.9,4,1.88,windows 11 home,24,71990000,n/a,n/a,n/a,1,2,1,0,0
laptopworld,acer,laptop acer nitro 16 phoenix an16-41-r60f nh.qlksv.003,amd ryzen 7 7840hs,geforce rtx 4050,8,ddr5,512,ssd,hd,16.0,1920x1200,165,400,90.0,4,2.7,windows 11 home,12,32990000,n/a,n/a,n/a,3,2,1,0,1
laptopworld,gigabyte,gigabyte aero 14 oled 9mf-e2vnbb4sh,intel core i5-12500h,geforce rtx 4050,16,ddr5,1024,ssd,fhd,14.0,2880x1800,90,n/a,63.0,63whrs,1.49,windows 11 home,24,32990000,n/a,n/a,n/a,1,2,0,0,1
laptopworld,hp,hp victus 16-s0078ax 8c5n7pa,amd ryzen 5 7640hs,geforce rtx 3050,16,ddr5,512,ssd,fhd,16.1,1920x1080,144,250,70.0,4,2.31,windows 11 home,12,26290000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,hp,laptop hp victus 15-fa1085tx 8c5m2pa,intel core i7-13700h,geforce rtx 4050,16,ddr4,512,ssd,hd,15.6,1920x1080,144,250,70.0,4,2.29,windows 11 home,12,29890000,n/a,n/a,n/a,2,1,1,0,1
laptopworld,hp,hp victus 16-r0127tx 8c5n2pa,intel core i7-13700h,geforce rtx 4060,16,ddr5,512,ssd,fhd,16.1,1920x1080,144,250,70.0,4,2.31,windows 11 home,12,31890000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,hp,laptop hp victus 16-r0129tx 8c5n4pa,intel core i7-13700h,geforce rtx 3050,16,ddr5,512,ssd,fhd,16.1,1920x1080,144,250,70.0,4,2.31,windows 11 home,12,27990000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,hp,hp victus 15-fa1087tx 8c5m4pa,intel core i7-13620h,geforce rtx 3050,16,ddr4,512,ssd,hd,15.6,1920x1080,144,250,70.0,4,2.29,windows 11 home,12,27690000,n/a,n/a,n/a,2,1,1,0,1
laptopworld,hp,hp victus 15-fa1089tx 8c5m6pa,intel core i7-13620h,geforce rtx 3050,8,ddr4,512,ssd,hd,15.6,1920x1080,144,250,70.0,4,2.29,windows 11 home,12,25490000,n/a,n/a,n/a,2,1,1,0,1
laptopworld,acer,laptop acer predator helios neo 2024 phn16-72-75a0,intel core i7-14700hx,geforce rtx 4060,16,ddr5,n/a,n/a,hd,16.0,2560x1600,240,500,90.0,4,2.6,windows,12,34890000,n/a,n/a,n/a,3,2,1,0,1
laptopworld,acer,laptop acer predator helios neo 2024 phn16-72-598p,intel core i5-14500hx,geforce rtx 4060,16,ddr5,n/a,n/a,hd,16.0,2560x1600,240,500,90.0,4,2.6,windows,12,32890000,n/a,n/a,n/a,3,2,1,0,1
laptopworld,acer,laptop acer gaming nitro v anv15-51-53dm nh.qn9sv.007,intel core i5-13420h,geforce rtx 3050,16,ddr5,n/a,n/a,hd,15.6,1920x1080,144,250,57.5,4,2.1,windows 11 home,12,22990000,n/a,n/a,n/a,3,1,1,1,1
laptopworld,acer,laptop acer nitro 5 tiger an515-58-5935 nh.qlzsv.001,intel core i5-12450h,geforce rtx 3050,8,ddr5,512,ssd,hd,15.6,1920x1080,144,250,57.5,4,2.5,windows 11 home,12,22990000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,acer,laptop acer gaming aspire 5 a515-58gm-598j nx.kw1sv.002,intel core i5-13420h,geforce rtx 2050,16,ddr4,n/a,n/a,hd,15.6,1920x1080,144,n/a,50.0,50wh,1.7,windows 11 home,12,18490000,n/a,n/a,n/a,0,1,1,1,1
laptopworld,gigabyte,laptop gigabyte g5 mf5-h2ph353kh,intel core i7-13620h,geforce rtx 4050,16,ddr5,512,ssd,hd,15.6,1920x1080,144,n/a,54.0,4,2.08,windows 11 home,24,24290000,n/a,n/a,n/a,3,0,1,1,1
laptopworld,gigabyte,laptop gigabyte g6 mf-h2vn854kh,intel core i7-13620h,geforce rtx 4050,16,ddr5,1024,ssd,hd,16.0,1920x1200,165,n/a,54.0,54whrs,2.3,windows 11 home,24,25190000,n/a,n/a,n/a,3,0,1,1,1
laptopworld,acer,laptop acer nitro 5 tiger an515-58-5193 nh.qlzsv.004,intel core i5-12450h,geforce rtx 3050,16,ddr5,512,ssd,hd,15.6,1920x1080,144,250,57.5,4,2.5,windows 11 home,12,25990000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,dell,laptop dell gaming g15 5530 i7hx161w11gr4060,intel core i7-13650hx,geforce rtx 4060,16,ddr5,n/a,n/a,hd,15.6,1920x1080,165,n/a,86.0,6,2.81,windows 11 home,12,38990000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,dell,laptop dell gaming g15 5530 i9hx161w11gr4060,intel core i9-13900hx,geforce rtx 4060,16,ddr5,n/a,n/a,hd,15.6,1920x1080,165,n/a,86.0,6,2.81,windows 11 home,12,42990000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,lenovo,máy chơi game lenovo legion go 8apu1 83e1004kvn,usb type-c,n/a,n/a,n/a,n/a,n/a,n/a,8.8,"8.8inchips500nitsglossy/anti-fingerprint,97%dci-p3,144hz,corning®gorilla®glass5,lowbluelight,touch",144,500,49.2,2,0.64,windows 11 home,24,22990000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
laptopworld,asus,laptop asus rog strix g16 g614jir-n4046w,intel core i9-14900hx,geforce rtx 4070,32,ddr5,n/a,n/a,hd,16.0,2560x1600,240,500,90.0,4,2.5,windows 11 home,24,49990000,n/a,n/a,n/a,2,2,1,0,1
laptopworld,lenovo,laptop lenovo legion 9 16irx9 83g0001avn,intel core i9-14900hx,geforce rtx 4090,64,ddr5,2048,ssd,fhd,16.0,3200x2000,165,1200,99.9,4,2.6,windows 11 home,36,134190000,n/a,n/a,n/a,2,3,1,1,1
laptopworld,msi,laptop msi titan 18 hx a14vig 410vn,intel core i9-14900hx,geforce rtx 4090,128,ddr5,2048,ssd,fhd,18.0,3840x2400,120,n/a,99.99,4,3.6,windows 11 home,36,129990000,n/a,n/a,n/a,3,2,1,0,1
laptopworld,lenovo,laptop lenovo loq 15arp9 83jc003vvn,amd ryzen 7 7435hs,geforce rtx 4050,12,ddr5,n/a,n/a,hd,15.6,1920x1080,144,300,60.0,4,2.38,windows 11 home,24,24490000,n/a,n/a,n/a,3,1,1,1,1
laptopworld,hp,laptop hp victus 16-r1174tx a2nm9pa,intel core i7-14650hx,geforce rtx 4060,32,ddr5,1024,ssd,fhd,16.1,1920x1080,144,300,70.0,4,kg,windows 11 home,12,35790000,n/a,n/a,n/a,3,1,1,1,1
laptopworld,hp,laptop hp victus 16-r1173tx a2ns5pa,intel core i7-14650hx,geforce rtx 4070,32,ddr5,1024,ssd,fhd,16.1,1920x1080,144,300,70.0,4,kg,windows 11 home,12,42590000,n/a,n/a,n/a,3,1,1,1,1
laptopworld,hp,laptop hp victus 16-r1176tx a2nn0pa,intel core i7-14650hx,geforce rtx 4050,32,ddr5,1024,ssd,fhd,16.1,1920x1080,144,300,70.0,4,kg,windows 11 home,12,35990000,n/a,n/a,n/a,3,1,1,1,1
laptopworld,hp,laptop hp victus 16-s0136ax 9q984pa,amd ryzen 5 7640hs,geforce rtx 3050,32,ddr5,512,ssd,fhd,16.1,1920x1080,144,250,70.0,4,2.33,windows 11 home,12,32590000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,hp,laptop hp victus 16-s0142ax 9q989pa,amd ryzen 5 7640hs,geforce rtx 4060,32,ddr5,512,ssd,fhd,16.1,1920x1080,144,250,70.0,4,2.33,windows 11 home,12,37390000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,hp,laptop hp victus 16-s0143ax 9q990pa,amd ryzen 5 7640hs,geforce rtx 4050,32,ddr5,512,ssd,fhd,16.1,1920x1080,144,250,70.0,4,2.33,windows 11 home,12,31490000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,hp,laptop hp victus 16-s0144ax 9q991pa,amd ryzen 5 7640hs,geforce rtx 4050,32,ddr5,512,ssd,fhd,16.1,1920x1080,144,250,70.0,4,2.33,windows 11 home,12,31490000,n/a,n/a,n/a,3,1,1,0,1
laptopworld,lenovo,laptop lenovo legion 5 y7000p 16irx9,intel core i7-14650hx,geforce rtx 4050,16,ddr5,1024,ssd,fhd,16.0,2560x1600,165,n/a,80.0,4,2.43,windows 11 home,12,30990000,n/a,n/a,n/a,3,2,1,1,1
